# Title: Southern Hemisphere Land Average Temperature Anomalies
# Units: Degrees Celsius
# Missing: -999
# Base Period: 1901-2000
Date,Anomaly
197705,0.44
197706,0.38
197707,0.75
197708,1.10
197709,-0.75
197710,0.11
197711,-0.13
197712,0.09
197801,-0.47
197802,0.46
197803,0.35
197804,0.13
197805,0.35
197806,-0.01
197807,0.56
197808,-0.77
197809,0.20
197810,0.06
197811,-0.06
197812,-0.12
197901,0.15
197902,0.08
197903,0.00
197904,0.38
197905,-0.25
197906,-0.15
197907,-0.80
197908,0.15
197909,0.17
197910,0.20
197911,0.22
197912,0.50
198001,0.31
198002,0.36
198003,1.05
198004,0.90
198005,0.78
198006,0.12
198007,0.78
198008,1.11
198009,0.96
198010,0.09
198011,0.44
198012,0.28
198101,-0.04
198102,0.24
198103,0.49
198104,0.25
198105,0.24
198106,0.04
198107,0.83
198108,1.33
198109,0.23
198110,-0.02
198111,-0.06
198112,0.21
198201,0.13
198202,0.15
198203,-0.44
198204,-0.35
198205,0.27
198206,-0.32
198207,0.42
198208,0.07
198209,-0.21
198210,-0.10
198211,0.72
198212,0.70
198301,0.51
198302,0.74
198303,0.52
198304,0.76
198305,1.57
198306,0.21
198307,-0.57
198308,0.40
198309,1.36
198310,0.25
198311,-0.34
198312,0.00
198401,-0.06
198402,0.11
198403,0.45
198404,0.09
198405,1.19
198406,-0.54
198407,0.31
198408,0.18
198409,0.34
198410,0.19
198411,-0.03
198412,0.46
198501,0.45
198502,-0.03
198503,0.67
198504,0.36
198505,0.14
198506,0.36
198507,-0.57
198508,0.50
198509,0.16
198510,0.07
198511,-0.12
198512,-0.24
198601,0.14
198602,0.99
198603,0.62
198604,0.61
198605,0.68
198606,-0.20
198607,0.19
198608,0.30
198609,-0.29
198610,-0.01
198611,-0.09
198612,0.18
198701,0.50
198702,0.23
198703,0.06
198704,0.50
198705,0.04
198706,0.95
198707,1.18
198708,-0.54
198709,0.21
198710,0.50
198711,0.33
198712,0.32
198801,0.67
198802,0.07
198803,0.91
198804,0.59
198805,0.75
198806,0.62
198807,-0.03
198808,1.24
198809,0.76
198810,1.14
198811,-0.01
198812,-0.11
198901,-0.17
198902,0.02
198903,0.07
198904,0.24
198905,-0.51
198906,-0.50
198907,-0.08
198908,0.34
198909,0.75
198910,0.68
198911,0.04
198912,0.60
199001,0.51
199002,-0.08
199003,0.50
199004,0.78
199005,0.56
199006,-0.20
199007,0.77
199008,0.02
199009,-0.35
199010,0.63
199011,0.72
199012,0.77
199101,0.02
199102,0.84
199103,0.27
199104,0.67
199105,0.34
199106,1.30
199107,0.93
199108,0.84
199109,0.82
199110,0.37
199111,0.09
199112,0.45
199201,0.36
199202,0.58
199203,0.85
199204,0.47
199205,0.82
199206,0.84
199207,0.19
199208,0.03
199209,-0.26
199210,0.40
199211,-0.21
199212,-0.13
199301,0.30
199302,-0.06
199303,0.25
199304,0.32
199305,-0.11
199306,0.04
199307,0.34
199308,-0.04
199309,0.17
199310,0.35
199311,0.11
199312,-0.18
199401,0.04
199402,-0.27
199403,-0.21
199404,0.48
199405,-0.13
199406,0.83
199407,0.40
199408,-0.43
199409,0.64
199410,0.40
199411,0.55
199412,0.43
199501,-0.03
199502,0.17
199503,0.41
199504,-0.06
199505,-0.24
199506,0.49
199507,1.46
199508,0.96
199509,0.48
199510,0.47
199511,0.32
199512,0.20
199601,0.06
199602,0.49
199603,0.27
199604,0.81
199605,-0.15
199606,-0.03
199607,0.75
199608,2.00
199609,0.85
199610,0.49
199611,0.40
199612,0.28
199701,-0.05
199702,-0.09
199703,0.09
199704,-0.11
199705,0.05
199706,0.90
199707,-0.12
199708,0.07
199709,0.86
199710,0.70
199711,1.06
199712,0.74
199801,0.50
199802,1.23
199803,0.63
199804,0.20
199805,1.03
199806,1.09
199807,0.76
199808,1.05
199809,0.15
199810,0.38
199811,0.32
199812,0.25
199901,0.39
199902,0.33
199903,0.30
199904,-0.73
199905,-0.16
199906,0.62
199907,0.30
199908,0.72
199909,0.91
199910,0.51
