year,month,north_co2_anomaly,norm_north_co2,south_co2_anomaly,norm_south_co2,msl_mm_north,msl_mm_south,norm_msl_north,norm_msl_south,north_land_ocean_anomaly,south_land_ocean_anomaly,north_land_anomaly,south_land_anomaly,norm_north_land_ocean,norm_south_land_ocean,norm_north_land,norm_south_land
1994,6,-2.179821542378617,0.0191641823088585,-0.2296811709176092,0.0943845683145771,1.05033623869312,1.3454343749516,0.013831378584068767,0.06020071687700534,0.42,0.43,0.63,0.83,0.24413145539906103,0.32323232323232315,0.28370786516853935,0.48916408668730654
1994,7,-2.3531651394525976,0.0060584460992307,-0.1570938496033407,0.1215157731101463,1.58568190666065,0.54965381466775,0.018918412326744485,0.0528530596079674,0.34,0.31,0.35,0.4,0.20657276995305165,0.202020202020202,0.2050561797752809,0.3560371517027864
1994,8,-2.29520309119528,0.010440698039612,-0.291959086960619,0.0711067442564517,1.3627563336183,-0.94762760546372,0.01680009890790771,0.03902825505820526,0.39,0.11,0.43,-0.43,0.23004694835680753,0.0,0.22752808988764045,0.09907120743034056
1994,9,-1.865686718797328,0.0429145151830361,-0.3808520946102449,0.0378809087831427,1.19146735761225,-1.757419490291125,0.015172453719333966,0.0315512274378803,0.39,0.31,0.47,0.64,0.23004694835680753,0.202020202020202,0.23876404494382023,0.4303405572755418
1994,10,-0.5850024538247514,0.1397413402164889,-0.3744111407130011,0.0402883655689959,2.66290826891975,0.592158507065375,0.02915457781981097,0.05324551693559078,0.58,0.3,0.79,0.4,0.3192488262910798,0.19191919191919188,0.32865168539325845,0.3560371517027864
1994,11,0.1837364065618967,0.1978622566413251,-0.4084736260396884,0.0275567170040451,0.26317657756096,1.70426799767178,0.006351523984226644,0.06351392482394827,0.46,0.4,0.54,0.55,0.26291079812206575,0.2929292929292929,0.25842696629213485,0.40247678018575855
1994,12,1.6314940007001013,0.3073207508951561,-0.3393371453591434,0.0533980896050211,2.0752501522089,0.2535083036434966,0.023570453677712423,0.0501186679611117,0.38,0.39,0.39,0.43,0.22535211267605634,0.28282828282828276,0.2162921348314607,0.3653250773993808
1995,1,2.28161762278158,0.3564736982117579,-0.2238786747669516,0.0965533866224935,1.2732751457387,1.3252061208496,0.015949818707067756,0.06001394393266564,0.78,0.3,1.35,-0.03,0.4131455399061033,0.19191919191919188,0.4859550561797753,0.22291021671826627
1995,2,0.992149509028053,0.2589827655506131,-0.2896417626618728,0.0719728982760335,2.176849797117525,3.6855594960312,0.024535887513865914,0.08180772540989241,1.15,0.36,2.19,0.17,0.5868544600938966,0.2525252525252525,0.7219101123595506,0.2848297213622291
1995,3,0.9593966601535282,0.2565064687348725,-0.2460513508932909,0.0882658316341365,1.7427986343518398,4.06825047613008,0.020411388067705094,0.08534121479384495,0.63,0.38,1.0,0.41,0.3427230046948357,0.27272727272727265,0.3876404494382023,0.35913312693498456
1995,4,-0.5825423140584398,0.1399273404112485,-0.2180578043090175,0.098729072756425,4.09557015240725,1.174745936553275,0.04276821061675796,0.058624704333181905,0.74,0.27,1.27,-0.06,0.3943661971830986,0.1616161616161616,0.4634831460674158,0.21362229102167185
1995,5,-1.3157486500913471,0.0844928796669389,-0.1361321741859691,0.129350688331011,3.35434853140494,2.2201123782205,0.03572487465187584,0.06827685558852892,0.44,0.22,0.65,-0.24,0.2535211267605634,0.11111111111111109,0.28932584269662925,0.15789473684210528
