year,month,north_co2_anomaly,norm_north_co2,south_co2_anomaly,norm_south_co2,msl_mm_north,msl_mm_south,norm_msl_north,norm_msl_south,north_land_ocean_anomaly,south_land_ocean_anomaly,north_land_anomaly,south_land_anomaly,norm_north_land_ocean,norm_south_land_ocean,norm_north_land,norm_south_land
2001,6,-0.6620060981412337,0.1339194381293809,0.5552359991445242,0.3877656726580467,24.19495517715453,22.0886536948752,0.23375929534170606,0.25172847443484214,0.57,0.5,0.69,0.5,0.3145539906103286,0.39393939393939387,0.300561797752809,0.38699690402476783
2001,7,-0.6494791892538299,0.1348665418365359,0.5753053950557061,0.3952670775966885,26.823243314940573,21.9140291128617,0.25873416903995156,0.2501161184118117,0.7,0.54,0.91,0.92,0.3755868544600939,0.4343434343434343,0.3623595505617978,0.5170278637770898
2001,8,-0.7546156965623876,0.1269176394597178,0.3495438336257113,0.3108834270193992,26.98248142941812,22.27890669529564,0.2602473029082851,0.25348513187442184,0.71,0.37,0.95,0.08,0.38028169014084506,0.2626262626262626,0.3735955056179775,0.25696594427244585
2001,9,-0.5612322529386233,0.1415384990831674,0.3390309121681909,0.3069539773593295,23.95599163988925,23.87120705456065,0.23148858381815385,0.2681872720034444,0.62,0.48,0.78,0.69,0.3380281690140845,0.37373737373737365,0.3258426966292135,0.44582043343653255
2001,10,0.5184789150985161,0.2231706446584359,0.3791748916947512,0.3219587262620852,25.194391635274,22.00698237531704,0.2432562751256583,0.25097438103928427,0.57,0.43,0.62,0.34,0.3145539906103286,0.32323232323232315,0.2808988764044944,0.33746130030959753
2001,11,1.7750924718834735,0.3181775908084984,0.3333409750245311,0.304827230606268,27.25999694776935,21.3496916522022,0.2628843482612971,0.2449054379152611,0.94,0.44,1.57,0.34,0.48826291079812206,0.33333333333333326,0.5477528089887641,0.33746130030959753
2001,12,3.190097770414317,0.4251598300766513,0.3743304667426681,0.3201480094163336,26.76087666415668,21.953333941851877,0.25814154024711977,0.2504790305346398,0.78,0.46,1.24,0.38,0.4131455399061033,0.3535353535353535,0.4550561797752809,0.34984520123839014
2002,1,3.483931205592944,0.447375265524067,0.3762409984833241,0.3208621152269028,26.33718662144982,21.5047617517578,0.2541154956321174,0.24633724210987942,0.86,0.5,1.47,0.52,0.4507042253521127,0.39393939393939387,0.5196629213483146,0.39318885448916413
2002,2,1.8629747573145303,0.3248219784282332,0.3030840110381603,0.2935179844246621,27.827394084870075,20.335671856632374,0.26827594579282704,0.2355427187264317,0.93,0.44,1.59,0.11,0.48356807511737093,0.33333333333333326,0.553370786516854,0.26625386996904027
2002,3,1.8833235683268723,0.3263604612669937,0.3210743749169151,0.3002423026375918,26.59821706145245,22.29044244842568,0.25659589425232143,0.25359164460490313,1.01,0.65,1.72,1.08,0.5211267605633803,0.5454545454545454,0.5898876404494382,0.5665634674922602
2002,4,0.7660624394706641,0.241889330638435,0.3662527755187947,0.3171287838697476,23.460856344345675,22.045141499783373,0.22678364249457403,0.2513267145621906,0.47,0.65,0.5,1.11,0.2676056338028169,0.5454545454545454,0.24719101123595508,0.5758513931888546
2002,5,-0.0988847224956988,0.176494533649427,0.4459523338260713,0.346918353169174,25.6604668346739,22.32726502008398,0.2476850776878851,0.25393163737403196,0.56,0.76,0.68,1.75,0.3098591549295775,0.6565656565656565,0.2977528089887641,0.7739938080495357
2002,6,-0.4939216316731549,0.1466275549312176,0.5878465333920735,0.3999546206333079,29.66220537521697,23.18543760850725,0.28571093687227883,0.2618553771235531,0.69,0.48,0.92,0.3,0.3708920187793427,0.37373737373737365,0.3651685393258427,0.325077399380805
2002,7,-0.3581779378156575,0.156890530165645,0.637159367313707,0.4183864427746043,29.88085406635584,25.83384025089716,0.28778860992759303,0.28630879543745913,0.7,0.58,1.07,0.82,0.3755868544600939,0.47474747474747464,0.4073033707865169,0.48606811145510836
2002,8,-0.5878895830716946,0.1395230572516016,0.4395414620353826,0.3445221402724581,28.83668639464128,26.002819545455,0.27786657917839624,0.287869026993671,0.59,0.54,0.8,0.9,0.323943661971831,0.4343434343434343,0.3314606741573034,0.5108359133126936
2002,9,-0.1764427454633654,0.1706307174652002,0.4253515809186297,0.3392183411566788,28.014723910679024,25.58155956835505,0.27005601650586303,0.2839794196227783,0.65,0.58,0.88,1.03,0.35211267605633806,0.47474747474747464,0.35393258426966295,0.5510835913312694
2002,10,1.1774091329554928,0.272989419401529,0.3932946699992907,0.3272363228163086,28.59282751635006,26.23822949695244,0.27554935048571216,0.29004263078302095,0.55,0.58,0.63,1.16,0.3051643192488263,0.47474747474747464,0.28370786516853935,0.5913312693498451
2002,11,2.024735236137825,0.3370519667311551,0.3878955348424315,0.3252182700901929,28.838136979340973,24.752410862046226,0.2778803631197924,0.27632366523132845,0.73,0.41,1.07,0.42,0.38967136150234744,0.3030303030303029,0.4073033707865169,0.3622291021671827
2002,12,3.4208461332790225,0.4426056845850106,0.48074612730053,0.3599233452156943,32.43493303109425,24.11589648457555,0.3120583232222014,0.27044655572917964,0.53,0.49,0.61,0.47,0.29577464788732394,0.38383838383838376,0.27808988764044945,0.3777089783281734
2003,1,4.299483825059278,0.5090355614693224,0.4886090755501686,0.3628623055657296,35.14366506401098,25.14847166383936,0.3377976017403751,0.2799806017971555,0.85,0.57,1.43,0.84,0.4460093896713615,0.4646464646464645,0.5084269662921349,0.49226006191950467
2003,2,3.1676415459286247,0.4234620151048756,0.42255394798635,0.3381726605797653,34.00722196033662,25.575142378888525,0.32699873894772197,0.28392016797579944,0.61,0.64,0.9,1.07,0.3333333333333333,0.5353535353535354,0.3595505617977528,0.563467492260062
2003,3,2.8333551433612048,0.3981881112257247,0.5010999355133654,0.3675310558873874,31.754957839387725,25.372391108729225,0.30559697133057967,0.2820481106294108,0.61,0.57,0.82,0.71,0.3333333333333333,0.4646464646464645,0.3370786516853933,0.4520123839009288
2003,4,1.3781776644854702,0.2881686325818304,0.4806373059066202,0.3598826706809291,30.83234829119284,25.4702141885346,0.29683002656235036,0.2829513375983572,0.63,0.52,0.92,0.57,0.3427230046948357,0.4141414141414141,0.3651685393258427,0.4086687306501548
2003,5,0.5393366959707802,0.2247476084381448,0.5841409510674822,0.3985695727886568,32.55244540024788,25.7766585411686,0.31317496509087633,0.2857808212368915,0.72,0.48,1.0,0.57,0.38497652582159625,0.37373737373737365,0.3876404494382023,0.4086687306501548
2003,6,0.0310618549183718,0.1863192147664685,0.6079439122750321,0.407466484860491,33.27968810667262,26.5555977229093,0.320085468730035,0.2929729775001886,0.57,0.42,0.61,0.27,0.3145539906103286,0.31313131313131304,0.27808988764044945,0.31578947368421056
2003,7,0.200651673177612,0.1991411445029083,0.7124303369937173,0.4465207237560958,34.0698367081706,25.54488502246856,0.32759372524177355,0.28364079361565964,0.7,0.46,0.8,0.51,0.3755868544600939,0.3535353535353535,0.3314606741573034,0.390092879256966
2003,8,0.164694302782081,0.1964225681081045,0.6550978638431375,0.4250913743556642,37.53572811096375,24.76830880951617,0.36052778554975357,0.276470455282657,0.86,0.43,1.05,0.42,0.4507042253521127,0.32323232323232315,0.401685393258427,0.3622291021671827
2003,9,0.3024672127489687,0.2068389633216423,0.4907757989838566,0.3636721689984941,37.31749601226805,24.44421156484935,0.35845407109528765,0.27347797771471805,0.86,0.51,1.04,0.88,0.4507042253521127,0.4040404040404039,0.3988764044943821,0.5046439628482973
2003,10,1.7160079816106304,0.3137104760337559,0.4906872332157332,0.3636390654764281,37.14727911988244,24.78073211948994,0.35683661320415266,0.27658516306566916,1.01,0.48,1.43,0.59,0.5211267605633803,0.37373737373737365,0.5084269662921349,0.4148606811145511
2003,11,2.534916178451807,0.3756244722174279,0.4682810837736433,0.3552642443894021,38.37903693034893,23.585270618522927,0.36854118824710874,0.2655471435087423,0.7,0.41,0.8,0.43,0.3755868544600939,0.3030303030303029,0.3314606741573034,0.3653250773993808
2003,12,3.9095631745620754,0.4795554002498581,0.4928382824415429,0.3644430703083204,36.71342316609156,25.42224047481736,0.35271396869901617,0.2825083833168509,0.96,0.51,1.52,0.8,0.49765258215962443,0.4040404040404039,0.5337078651685394,0.4798761609907121
2004,1,4.962768493756743,0.5591835568182904,0.6821116135823564,0.4351883935485592,36.92500681523907,26.88806785990488,0.354724507360323,0.2960427642488901,0.72,0.52,1.01,0.68,0.38497652582159625,0.4141414141414141,0.3904494382022472,0.4427244582043344
2004,2,3.9161902773231336,0.4800564459307288,0.5949690268202454,0.402616818719089,36.26792321574403,25.787148465656625,0.3484806790407991,0.2858776775484966,0.84,0.57,1.25,0.62,0.4413145539906103,0.4646464646464645,0.4578651685393259,0.4241486068111455
2004,3,3.424737771960059,0.4428999140277923,0.6320584702220051,0.4164798634832029,37.42065809238412,26.33613260090234,0.35943435171380367,0.29094659663655004,0.88,0.47,1.34,0.4,0.46009389671361506,0.36363636363636354,0.4831460674157304,0.3560371517027864
2004,4,1.960912817391247,0.3322266383171146,0.6595898765547701,0.426770368904808,34.73169180606075,24.582155470012225,0.33388289393629517,0.27475165112177885,0.69,0.55,0.89,0.75,0.3708920187793427,0.44444444444444436,0.3567415730337079,0.4643962848297214
2004,5,1.2191995998559726,0.2761490102056884,0.7941921234558085,0.4770810989399441,36.27563141231925,23.268809063569428,0.34855392490495674,0.26262516833031413,0.5,0.29,0.56,-0.21,0.28169014084507044,0.18181818181818177,0.26404494382022475,0.1671826625386997
2004,6,0.7251439948483291,0.2387956695492416,0.8411821201530558,0.4946447064770848,37.87051207651869,25.9685220563958,0.36370901485856727,0.2875523489955232,0.49,0.4,0.45,0.45,0.27699530516431925,0.2929292929292929,0.23314606741573035,0.37151702786377716
2004,7,0.8306789291834367,0.2467746952164315,0.945905425530948,0.5337874850454685,35.8099955682957,28.504151838308825,0.3441292972445891,0.3109645049697993,0.58,0.16,0.53,-0.75,0.3192488262910798,0.05050505050505051,0.2556179775280899,0.0
2004,8,0.6200804884378606,0.2308522864447219,0.7663619809743953,0.4666789339132996,33.8866413065003,30.15266036914265,0.32585294121089137,0.32618563035809944,0.58,0.41,0.48,0.49,0.3192488262910798,0.3030303030303029,0.24157303370786518,0.38390092879256965
2004,9,0.9718691158642264,0.2574494554802145,0.6607729775136821,0.4272125804898189,30.83638420141556,30.6261401779311,0.29686837713229763,0.3305573975668212,0.66,0.44,0.69,0.61,0.35680751173708924,0.33333333333333326,0.300561797752809,0.4210526315789474
2004,10,2.234739835962568,0.3529294778395515,0.7238756823331904,0.4507986885953937,31.886376122053,29.979200590828725,0.30684575184441265,0.32458402928284896,0.71,0.54,0.81,1.05,0.38028169014084506,0.4343434343434343,0.33426966292134835,0.5572755417956656
2004,11,3.237219008918796,0.4287224567449273,0.632335817083987,0.4165835283433409,33.06777997688195,27.735059387903625,0.3180718467450378,0.3038632662416677,0.97,0.43,1.43,0.51,0.5023474178403755,0.32323232323232315,0.5084269662921349,0.390092879256966
2004,12,4.712746898445099,0.5402805391690935,0.6801235427932153,0.434445305709641,36.8779223069487,28.037783077070905,0.3542770946011243,0.3066583959875194,0.54,0.54,0.56,0.95,0.3004694835680751,0.4343434343434343,0.26404494382022475,0.5263157894736843
2005,1,5.534108571977411,0.6023800317821305,0.7235416666482126,0.4506738424405834,36.75815645520577,31.5137996762943,0.3531390393865381,0.33875339793563203,0.98,0.55,1.56,1.04,0.5070422535211268,0.44444444444444436,0.5449438202247192,0.5541795665634676
2005,2,4.330569655274049,0.5113858224396091,0.6718812072867197,0.4313645405212918,35.35964331340418,32.46789941392713,0.3398498993642981,0.34756285901382733,0.75,0.51,1.11,0.77,0.39906103286384975,0.4040404040404039,0.4185393258426967,0.4705882352941177
2005,3,4.202643941460183,0.501713929805713,0.6608536860113117,0.4272427471737284,33.93126137952462,32.6800448303388,0.3262769360812284,0.34952165505482924,0.9,0.57,1.46,0.96,0.4694835680751174,0.4646464646464645,0.5168539325842697,0.5294117647058824
2005,4,2.567521360554218,0.3780896046071678,0.717826843031407,0.4485377937875849,32.773641365263025,31.79190999007,0.3152768431952565,0.34132126572556587,0.9,0.47,1.36,0.59,0.4694835680751174,0.36363636363636354,0.4887640449438203,0.4148606811145511
2005,5,1.6975845696583534,0.3123175640300618,0.7907107129896942,0.475779840557304,33.28450666324305,33.9523610067266,0.3201312562675672,0.3612692946285024,0.84,0.49,1.12,0.66,0.4413145539906103,0.38383838383838376,0.4213483146067416,0.4365325077399381
2005,6,1.3931898491758936,0.2893036369073662,0.8393922875125823,0.4939757147711057,35.8553449672086,33.512253474046545,0.3445602224136595,0.35720566267637044,0.79,0.54,0.97,1.0,0.4178403755868545,0.4343434343434343,0.3792134831460674,0.541795665634675
2005,7,1.4526534715086168,0.293799416166112,0.9790346724465526,0.5461703139819257,38.10009007214848,33.88238296312167,0.365890541823712,0.3606231684142815,0.82,0.47,0.95,0.71,0.431924882629108,0.36363636363636354,0.3735955056179775,0.4520123839009288
2005,8,1.3581508753806055,0.2866544963831787,0.7930277093417821,0.4766458719991713,35.73179135577158,33.377467392903654,0.3433861746385168,0.35596114631306364,0.73,0.48,0.75,0.72,0.38967136150234744,0.37373737373737365,0.3174157303370787,0.45510835913312697
2005,9,1.4631403796030646,0.2945922845123354,0.7376227944661062,0.4559369924737113,36.16130845032917,34.72697353827322,0.3474675898507961,0.36842150175966965,0.9,0.51,1.23,1.0,0.4694835680751174,0.4040404040404039,0.452247191011236,0.541795665634675
2005,10,2.594193584288613,0.3801061724774996,0.7429135543765129,0.4579145374230827,38.8715116623006,35.61400207575318,0.37322084800482114,0.3766116762958934,0.93,0.54,1.41,1.21,0.48356807511737093,0.4343434343434343,0.502808988764045,0.6068111455108359
2005,11,3.8813401376624217,0.4774215823131991,0.7160919807540429,0.4478893485372707,40.95554115434696,33.95425322363805,0.3930239938620025,0.36128676597932186,1.1,0.44,1.84,0.77,0.5633802816901409,0.33333333333333326,0.6235955056179776,0.4705882352941177
2005,12,5.591726673167402,0.6067362794188597,0.7209315762788502,0.449698260271908,43.849369402216176,33.800490216852374,0.42052211857515837,0.35986703052597663,0.93,0.52,1.6,1.03,0.48356807511737093,0.4141414141414141,0.5561797752808989,0.5510835913312694
2006,1,6.178110735606706,0.6510701629287282,0.8749220489863925,0.5072557920274376,42.92184358714567,32.7009823615518,0.4117084577933686,0.349714976946681,0.7,0.5,1.1,0.72,0.3755868544600939,0.39393939393939387,0.4157303370786517,0.45510835913312697
2006,2,4.772003802218988,0.5447606893596335,0.6860878501243173,0.4366746047212859,39.84388634692178,33.2857145986651,0.3824606777581304,0.35511396793351013,1.0,0.51,1.86,0.64,0.5164319248826291,0.4040404040404039,0.6292134831460675,0.4303405572755418
2006,3,4.765472480954658,0.5442668852905158,0.7678694309109662,0.4672423784957371,35.22339613028314,34.07868779272904,0.3385552330218719,0.36243570403050385,0.81,0.49,1.42,0.62,0.42723004694835687,0.38383838383838376,0.5056179775280899,0.4241486068111455
2006,4,2.9719022351023643,0.4086630388701291,0.7930040731151262,0.4766370374080281,37.0180463949145,32.51948283929283,0.35560860059116983,0.3480391427398522,0.67,0.43,0.99,0.25,0.36150234741784043,0.32323232323232315,0.3848314606741573,0.30959752321981426
2006,5,2.1488295598123592,0.3464341850457809,1.0075702868006853,0.5568361655795817,36.33190141718978,35.27941220176276,0.3490886213274826,0.3735223174418706,0.8,0.3,1.25,-0.47,0.4225352112676057,0.19191919191919188,0.4578651685393259,0.08668730650154799
2006,6,1.8809167117833905,0.3261784895790528,0.994198818888648,0.5518382674925565,39.25525925587425,37.995045227998624,0.3768673460975229,0.398596492083865,0.81,0.48,1.15,0.46,0.42723004694835687,0.37373737373737365,0.4297752808988764,0.3746130030959752
2006,7,2.048967302391881,0.3388840451782428,1.0183995077972328,0.5608838395715968,39.975323402771394,37.71821129874088,0.38370963666104524,0.3960404094976035,0.71,0.42,0.85,0.35,0.38028169014084506,0.31313131313131304,0.3455056179775281,0.3405572755417957
2006,8,2.093241531788017,0.342231422186363,0.9363337764756156,0.5302098579054999,35.2002039843889,39.40444400737886,0.3383348534880709,0.41160985242857184,0.76,0.66,0.91,1.61,0.40375586854460094,0.5555555555555556,0.3623595505617978,0.7306501547987617
2006,9,1.970217057042861,0.332930090377436,0.8424979740379452,0.4951365375652911,38.107661135668174,39.7491096653943,0.3659624846036711,0.41479224372322915,0.86,0.48,1.1,0.73,0.4507042253521127,0.37373737373737365,0.4157303370786517,0.4582043343653251
2006,10,3.267916007892561,0.431043319919387,0.8223145593027672,0.4875925154311339,40.08310009529102,37.89842038832085,0.38473376687135,0.3977043287902872,0.92,0.46,1.23,0.83,0.47887323943661975,0.3535353535353535,0.452247191011236,0.48916408668730654
2006,11,4.467631647148574,0.521748468307094,0.8194327214037336,0.4865153612834033,35.98989733590754,37.89687885129369,0.345838784062112,0.39769009536174127,0.88,0.49,1.12,0.87,0.46009389671361506,0.38383838383838376,0.4213483146067416,0.5015479876160991
2006,12,5.889567292413529,0.62925468018036,0.8265603309337375,0.4891794716316023,38.90437557193432,36.9195695176339,0.3735331318752738,0.38866633380239557,1.13,0.43,1.83,0.43,0.5774647887323944,0.32323232323232315,0.6207865168539327,0.3653250773993808
2007,1,6.507942926442814,0.6760073037260129,0.8910513847536912,0.5132845075661258,38.98308361285818,37.68487419936556,0.3742810420274559,0.39573259903730984,1.3,0.53,2.26,0.77,0.6572769953051644,0.42424242424242414,0.7415730337078652,0.4705882352941177
2007,2,4.975519872656113,0.5601476317018457,0.8134922868403471,0.4842949852756413,35.404881515936594,37.0949103314537,0.34027976790813835,0.3902853029875218,0.89,0.52,1.4,0.69,0.46478873239436624,0.4141414141414141,0.5,0.44582043343653255
2007,3,5.044789618836012,0.5653848082463833,0.9118217413239064,0.5210479129044177,37.62314840204375,37.24948630400532,0.36135848241932356,0.39171254477379064,0.87,0.49,1.43,0.81,0.45539906103286387,0.38383838383838376,0.5084269662921349,0.48297213622291024
2007,4,3.5944213197077257,0.45572893023279,0.8902427900426835,0.5129822764284594,40.001166413655575,37.826073140476375,0.3839552056013512,0.39703632707216313,1.05,0.52,1.91,0.87,0.539906103286385,0.4141414141414141,0.6432584269662922,0.5015479876160991
2007,5,2.899784384876085,0.4032105298820544,1.135581680178936,0.6046834103466756,38.96624788621744,38.615541860036345,0.37412106331719736,0.4043257054076729,0.67,0.61,1.04,1.35,0.36150234741784043,0.505050505050505,0.3988764044943821,0.65015479876161
2007,6,2.5522458881831014,0.3769346942744378,1.2315068509475942,0.6405376808453284,35.68764171845915,39.25638506702255,0.34296665000579135,0.4102427841642163,0.67,0.52,0.93,0.81,0.36150234741784043,0.4141414141414141,0.3679775280898877,0.48297213622291024
2007,7,2.53763109107612,0.3758297346516167,1.3639884194305671,0.6900557578465142,36.51869744823685,37.93780138602525,0.35086361974400465,0.39806794419946673,0.72,0.47,1.05,0.77,0.38497652582159625,0.36363636363636354,0.401685393258427,0.4705882352941177
2007,8,2.662378117781337,0.3852613009311385,1.157586389154432,0.6129081836937493,35.741786566343215,36.846643230521,0.3434811524752407,0.3879929856580052,0.73,0.42,1.08,0.74,0.38967136150234744,0.31313131313131304,0.4101123595505618,0.4613003095975232
2007,9,2.711114452012493,0.3889460377834907,0.9284366659365064,0.5272581286027724,37.0549233428583,36.66453325630875,0.35595901769499966,0.3863115149830899,0.72,0.48,1.06,1.11,0.38497652582159625,0.37373737373737365,0.404494382022472,0.5758513931888546
2007,10,4.2121978658012384,0.5024362594117335,1.0040246116793532,0.5555108867827665,37.58546363286608,37.55468968797188,0.3610003891277133,0.39453057021278476,0.84,0.37,1.35,0.74,0.4413145539906103,0.2626262626262626,0.4859550561797753,0.4613003095975232
2007,11,5.300443195298824,0.584713634870072,0.9671520743799022,0.5417289157347864,40.21906358450882,37.82182166761173,0.38602573745934177,0.39699707207266066,0.79,0.35,1.38,0.82,0.4178403755868545,0.24242424242424238,0.4943820224719101,0.48606811145510836
2007,12,6.71628316701692,0.6917589800550169,0.96914879647117,0.5424752371997084,43.54937093919263,36.28802101996303,0.41767143275575946,0.38283507561231594,0.77,0.2,1.38,0.22,0.4084507042253521,0.0909090909090909,0.4943820224719101,0.30030959752321984
2008,1,7.289317502987361,0.7350835502904128,1.2138873083016342,0.6339519657193751,44.40391730177946,35.52431035803656,0.4257916183503568,0.37578352839364015,0.27,0.29,0.23,0.44,0.17370892018779344,0.18181818181818177,0.1713483146067416,0.368421052631579
2008,2,5.876943873902148,0.6283002798109983,1.0672928402392894,0.5791588632479772,42.600888165303125,36.69903170334628,0.4086586319359811,0.38663004848063526,0.47,0.19,0.72,-0.17,0.2676056338028169,0.08080808080808079,0.3089887640449438,0.17956656346749228
2008,3,5.214160951031877,0.5781902192260856,1.022224928875714,0.5623136799463395,40.36052173643448,36.770008287608825,0.3873699201717085,0.38728539449097527,1.06,0.35,2.04,0.46,0.5446009389671361,0.24242424242424238,0.6797752808988765,0.3746130030959752
2008,4,3.992402137660749,0.485818484762792,1.0989681888015288,0.5909982637555729,40.8479339233668,38.29177182835196,0.3920014739319726,0.4013362490857519,0.62,0.42,0.99,0.71,0.3380281690140845,0.31313131313131304,0.3848314606741573,0.4520123839009288
2008,5,2.9980130616957688,0.4106371620066326,1.2119776827515856,0.6332381986186868,40.4644187828339,42.64358463664948,0.3883571846858771,0.44151771444219906,0.62,0.4,0.96,0.5,0.3380281690140845,0.2929292929292929,0.3764044943820225,0.38699690402476783
2008,6,2.6018302773678386,0.3806835487792473,1.35465268456899,0.6865663091403145,39.30877873034835,44.72853256844905,0.37737590605948856,0.4607686029298348,0.64,0.34,0.85,0.11,0.3474178403755869,0.23232323232323232,0.3455056179775281,0.26625386996904027
2008,7,2.69138401631424,0.3874543075440866,1.3762036894844631,0.694621500010088,39.06526506880674,44.26405101740384,0.3750619577319197,0.4564799190699853,0.67,0.52,0.82,1.03,0.36150234741784043,0.4141414141414141,0.3370786516853933,0.5510835913312694
2008,8,2.4348738672264467,0.3680607192847973,1.2291737751330245,0.6396656393292263,36.16350869845343,43.63088283545585,0.3474884973450005,0.4506337058966524,0.64,0.42,0.78,0.36,0.3474178403755869,0.31313131313131304,0.3258426966292135,0.34365325077399383
2008,9,2.73299160089962,0.390600071432112,1.078652789006314,0.5834049091260296,36.46263373443728,42.89622698851443,0.3503308835682906,0.44385042964761345,0.67,0.56,0.84,1.13,0.36150234741784043,0.45454545454545453,0.3426966292134832,0.5820433436532508
2008,10,3.926236429831226,0.4808159907129716,1.0854575298661158,0.5859483397762494,38.83963009425444,41.93214589124174,0.37291789867296987,0.43494880797468516,0.9,0.45,1.38,0.8,0.4694835680751174,0.34343434343434337,0.4943820224719101,0.4798761609907121
2008,11,4.733418901645313,0.5418434571276436,1.02534520664759,0.5634799565593214,44.72956805343253,40.73575677286048,0.428886060803354,0.4239022234751388,0.99,0.41,1.67,0.68,0.5117370892018779,0.3030303030303029,0.5758426966292135,0.4427244582043344
2008,12,6.149834418952986,0.6489323167475081,1.0798382512539395,0.5838480032977857,45.57447452258632,42.9873154530143,0.4369146449036199,0.44469147409090726,0.76,0.43,1.23,0.54,0.40375586854460094,0.32323232323232315,0.452247191011236,0.39938080495356043
2009,1,6.656820262999441,0.6872632551048827,1.0405501929940413,0.5691631749369956,39.60997778721807,44.1773722278934,0.3802380003235096,0.4556795903492251,0.88,0.46,1.58,0.57,0.46009389671361506,0.3535353535353535,0.550561797752809,0.4086687306501548
2009,2,5.000003851023818,0.5619987561002416,0.8050683409366446,0.4811463389643849,40.4856656124292,41.76745665850908,0.3885590791730157,0.43342818772029146,0.66,0.42,1.1,0.44,0.35680751173708924,0.31313131313131304,0.4157303370786517,0.368421052631579
2009,3,5.016940650417327,0.5632792719591112,0.9020197510176776,0.5173841903480901,42.56675484726672,41.86877640290965,0.4083342857219548,0.4343637003397206,0.55,0.51,0.84,0.71,0.3051643192488263,0.4040404040404039,0.3426966292134832,0.4520123839009288
2009,4,3.3469037392198064,0.4370152299757477,0.9192149146601328,0.5238112839207671,41.70998514875362,42.15687021410006,0.40019297324512976,0.43702374846304115,0.63,0.52,0.96,0.6,0.3427230046948357,0.4141414141414141,0.3764044943820225,0.4179566563467493
2009,5,2.566026398757428,0.3779765772136965,1.0839145934022727,0.5853716312763471,41.64967879454697,44.44023873460312,0.3996199220800542,0.45810670794320524,0.59,0.66,0.77,1.11,0.323943661971831,0.5555555555555556,0.3230337078651686,0.5758513931888546
2009,6,2.471747561978688,0.3708485748771268,1.2991654943778026,0.6658266772962078,44.41498507163362,43.71565417709073,0.4258967880044199,0.45141642263497966,0.73,0.63,0.77,0.88,0.38967136150234744,0.5252525252525252,0.3230337078651686,0.5046439628482973
2009,7,2.453715965546456,0.3694852862972871,1.374837364314018,0.6941108041014156,46.773373612758135,41.87420818910222,0.44830698538696,0.43441385349159883,0.74,0.74,0.76,1.6,0.3943661971830986,0.6363636363636364,0.3202247191011236,0.7275541795665635
2009,8,2.4479314249895374,0.3690479429865878,1.0134821342010327,0.5590458564682225,47.50767907332787,44.24469298495328,0.4552846016802441,0.4563011811176547,0.76,0.67,0.81,1.22,0.40375586854460094,0.5656565656565656,0.33426966292134835,0.6099071207430341
2009,9,2.6136000431240323,0.3815734082713402,0.8782050033081643,0.5084828727961693,46.44171153670372,47.24936187235096,0.44515542131722513,0.4840441020852954,0.91,0.61,1.35,1.08,0.47417840375586856,0.505050505050505,0.4859550561797753,0.5665634674922602
2009,10,4.133714479870788,0.4965024806612906,1.053603707542457,0.5740422305365497,43.09840113135368,50.25527208304797,0.41338616668063766,0.5117984845268886,0.83,0.55,1.11,0.81,0.43661971830985913,0.44444444444444436,0.4185393258426967,0.48297213622291024
2009,11,5.058501399347593,0.5664214948121548,1.090823580996172,0.5879540265755008,45.24142691472048,48.816003628439546,0.4337499150468095,0.4985093293874008,0.85,0.68,1.19,1.25,0.4460093896713615,0.5757575757575758,0.4410112359550562,0.6191950464396285
2009,12,6.879067317829476,0.7040663636311586,1.0109432150169426,0.5580968761904586,47.92368288534312,48.157662303086816,0.4592376091582679,0.4924306857685989,0.77,0.67,0.94,0.91,0.4084507042253521,0.5656565656565656,0.3707865168539326,0.5139318885448917
2010,1,7.905779627353597,0.7816915019052774,1.274669445856054,0.6566707076710396,46.94709706255188,46.62860922952875,0.4499577637603986,0.47831252494463217,0.83,0.69,1.15,0.98,0.43661971830985913,0.5858585858585857,0.4297752808988764,0.5356037151702786
2010,2,6.007932675876658,0.6382037588784163,1.145718356594419,0.6084722296445275,48.593370543662495,43.411527307152575,0.46560120546391837,0.4486083369413385,0.96,0.7,1.42,1.06,0.49765258215962443,0.5959595959595959,0.5056179775280899,0.5603715170278638
2010,3,6.092898193412241,0.6446276226872457,1.1907460142804642,0.6253023671950744,52.23781808556053,41.570531331457175,0.5002319659769021,0.4316099228832433,1.1,0.69,1.77,1.0,0.5633802816901409,0.5858585858585857,0.603932584269663,0.541795665634675
2010,4,4.631022378692565,0.5341017127468051,1.1650424794468497,0.6156950713903211,50.00264793126215,42.04557926553765,0.47899263095303646,0.4359961690171559,1.14,0.62,1.84,0.66,0.5821596244131455,0.5151515151515151,0.6235955056179776,0.4365325077399381
2010,5,3.9172236751982457,0.4801345765347974,1.3450539313281236,0.6829785511786649,47.57127233441335,44.9947292333276,0.45588888613476636,0.4632264687754027,0.97,0.59,1.47,0.66,0.5023474178403755,0.4848484848484847,0.5196629213483146,0.4365325077399381
2010,6,3.492717623436109,0.4480395673870943,1.5106359597017105,0.7448686972941195,47.87355972199554,47.3569661602037,0.4587613220815333,0.4850376415951558,0.91,0.5,1.28,0.32,0.47417840375586856,0.39393939393939387,0.4662921348314607,0.3312693498452013
2010,7,3.5867722305886414,0.4551506167217587,1.5700871529091145,0.767089967745299,47.91909970414025,48.27419227531675,0.4591940582362696,0.4935066385378028,0.95,0.4,1.3,0.16,0.49295774647887325,0.2929292929292929,0.4719101123595506,0.281733746130031
