year,month,land_ocean_anomaly,land_anomaly,norm_land_ocean_temp,norm_land_temp,co2_anomaly,norm_co2,msl_mm,norm_sea_level
2003,6,0.5,0.51,0.3188405797101449,0.2821428571428571,22.55863636363631,0.2913691400186274,30.189605006354967,0.2967858090174046
2003,7,0.58,0.71,0.3768115942028985,0.3535714285714285,22.72863636363633,0.2940080720273206,30.4710600438598,0.2991586150165383
2003,8,0.65,0.86,0.427536231884058,0.4071428571428571,22.928636363636315,0.2971126979199003,31.0281814363845,0.3038554255414011
2003,9,0.69,0.99,0.4565217391304347,0.4535714285714286,23.198636363636297,0.301303942874883,32.301064658622465,0.3145864644053655
2003,10,0.75,1.18,0.5000000000000001,0.5214285714285715,23.33863636363634,0.3034771809996896,32.76882520208617,0.3185299185127366
2003,11,0.56,0.69,0.3623188405797102,0.3464285714285714,23.438636363636306,0.305029493945979,31.060971296748136,0.3041318603782807
2003,12,0.73,1.3,0.4855072463768116,0.5642857142857143,23.5086363636363,0.3061161130083819,31.549174603304166,0.3082476571494548
2004,1,0.62,0.91,0.4057971014492754,0.425,23.648636363636346,0.3082893511331886,33.736860596556966,0.3266909385169874
2004,2,0.7,1.06,0.463768115942029,0.4785714285714286,23.83863636363634,0.3112387457311394,31.905004295171302,0.3112474784886544
2004,3,0.67,1.05,0.4420289855072464,0.475,23.98863636363632,0.3135672151505742,33.185757367667065,0.3220448641057967
2004,4,0.62,0.85,0.4057971014492754,0.4035714285714286,24.10863636363632,0.3154299906861221,33.7013882842259,0.3263918892754159
2004,5,0.4,0.33,0.2463768115942029,0.2178571428571428,24.23863636363632,0.3174479975162991,31.792315548572347,0.3102974562885356
2004,6,0.44,0.45,0.2753623188405797,0.2607142857142857,24.378636363636303,0.3196212356411048,33.49654033518943,0.3246649191465702
2004,7,0.37,0.14,0.2246376811594203,0.15,24.5686363636363,0.3225706302390557,33.73067272511573,0.326638771682072
2004,8,0.49,0.48,0.3115942028985507,0.2714285714285714,24.54863636363632,0.322260167649798,33.07851303679264,0.3211407410390083
2004,9,0.55,0.67,0.355072463768116,0.3392857142857143,24.46863636363633,0.3210183172927662,34.27953270983083,0.3312659344287827
2004,10,0.62,0.88,0.4057971014492754,0.4142857142857142,24.63863636363635,0.3236572493014594,34.26209782551827,0.33111894967961
2004,11,0.7,1.15,0.463768115942029,0.5107142857142857,24.908636363636333,0.3278484942564421,32.7523815211868,0.3183912901014928
2004,12,0.54,0.68,0.3478260869565218,0.3428571428571428,25.09863636363633,0.330797888854393,34.73115135828243,0.3350733043300879
2005,1,0.77,1.4,0.5144927536231886,0.6,25.168636363636324,0.3318845079167958,35.48225640170453,0.3414054935451449
2005,2,0.63,1.01,0.4130434782608696,0.4607142857142857,25.28863636363633,0.3337472834523439,37.4901750693496,0.358333246917756
2005,3,0.74,1.31,0.4927536231884058,0.5678571428571428,25.63863636363635,0.3391803787643591,37.3750797564906,0.3573629361667206
2005,4,0.69,1.13,0.4565217391304347,0.5035714285714286,25.918636363636324,0.3435268550139707,36.6481970021788,0.3512349529002344
2005,5,0.66,0.98,0.4347826086956522,0.4499999999999999,26.22863636363633,0.3483390251474696,37.9630179256906,0.3623195474512976
2005,6,0.67,0.98,0.4420289855072464,0.4499999999999999,26.428636363636315,0.3514436510400494,38.8012914634542,0.3693866104427936
2005,7,0.65,0.88,0.427536231884058,0.4142857142857142,26.528636363636338,0.3529959639863397,38.37622935045203,0.3658031253480608
2005,8,0.6,0.74,0.391304347826087,0.3642857142857143,26.778636363636338,0.3568767463520646,36.91869118653798,0.3535153534539719
2005,9,0.71,1.16,0.4710144927536232,0.5142857142857142,26.88863636363635,0.3585842905929838,38.18483934062814,0.3641896123425365
2005,10,0.74,1.35,0.4927536231884058,0.5821428571428572,27.0686363636363,0.3613784538963049,38.26719663808967,0.3648839253355516
2005,11,0.77,1.52,0.5144927536231886,0.6428571428571429,27.278636363636338,0.3646383110835144,40.23953304549003,0.3815117025509766
2005,12,0.72,1.43,0.4782608695652174,0.6107142857142857,27.458636363636344,0.3674324743868365,40.73666400030097,0.3857027638387328
2006,1,0.6,0.98,0.391304347826087,0.4499999999999999,27.73863636363632,0.3717789506364481,38.58417261456923,0.3675561905230562
2006,2,0.76,1.48,0.5072463768115943,0.6285714285714286,27.998636363636308,0.3758149642968018,38.723939323681,0.3687344934193186
2006,3,0.65,1.18,0.427536231884058,0.5214285714285715,28.11863636363632,0.3776777398323499,38.1583840465774,0.3639665810513259
2006,4,0.55,0.77,0.355072463768116,0.375,28.23863636363632,0.3795405153678979,38.40447812586343,0.3660412765794567
2006,5,0.55,0.72,0.355072463768116,0.3571428571428571,28.378636363636303,0.3817137534927036,40.06421436349643,0.3800336788350661
2006,6,0.64,0.94,0.4202898550724638,0.4357142857142857,28.55863636363631,0.3845079167960257,41.715750961313766,0.3939569540474438
2006,7,0.57,0.7,0.3695652173913043,0.35,28.688636363636306,0.3865259236262026,41.71643900201431,0.3939627545728719
2006,8,0.71,1.12,0.4710144927536232,0.5,28.628636363636303,0.3855945358584285,39.75586911512863,0.3774341749796094
2006,9,0.67,0.99,0.4420289855072464,0.4535714285714286,28.79863636363632,0.3882334678671217,42.98377549539341,0.4046470317528793
2006,10,0.69,1.11,0.4565217391304347,0.4964285714285714,29.04863636363632,0.3921142502328467,42.71589436388625,0.4023886605347624
2006,11,0.69,1.04,0.4565217391304347,0.4714285714285714,29.158636363636333,0.3938217944737658,40.8365198412565,0.3865445982594926
2006,12,0.78,1.4,0.5217391304347827,0.6,29.3186363636363,0.3963054951878293,40.35378176029136,0.382474876059176
2007,1,0.92,1.81,0.6231884057971017,0.7464285714285714,29.418636363636324,0.3978578081341196,39.815113128785065,0.3779336314905427
2007,2,0.71,1.18,0.4710144927536232,0.5214285714285715,29.55863636363631,0.4000310462589254,40.350540126971566,0.3824475474774729
2007,3,0.68,1.24,0.4492753623188407,0.5428571428571428,29.778636363636338,0.4034461347407638,41.97378568558383,0.3961323151536465
2007,4,0.78,1.59,0.5217391304347827,0.6678571428571429,29.86863636363632,0.4048432163924244,43.46109006172397,0.4086710310264529
2007,5,0.64,1.13,0.4202898550724638,0.5035714285714286,29.918636363636324,0.4056193728655695,42.45559895258017,0.4001942407120814
2007,6,0.59,0.89,0.3840579710144928,0.4178571428571429,30.10863636363632,0.4085687674635204,41.5854749850153,0.3928586627507436
2007,7,0.59,0.96,0.3840579710144928,0.4428571428571428,30.22863636363633,0.4104315429990685,40.68540310300887,0.3852706089706091
2007,8,0.57,0.98,0.3695652173913043,0.4499999999999999,30.46863636363633,0.4141570940701645,40.89418715078583,0.3870307623701732
2007,9,0.6,1.08,0.391304347826087,0.4857142857142857,30.878636363636303,0.4205215771499529,41.03997057650744,0.3882597891809674
2007,10,0.6,1.17,0.391304347826087,0.5178571428571428,31.0686363636363,0.4234709717479038,41.2851824902512,0.3903270476146711
2007,11,0.57,1.21,0.3695652173913043,0.5321428571428571,31.148636363636346,0.4247128221049365,43.42528618561753,0.4083691865372913
2007,12,0.49,1.03,0.3115942028985507,0.4678571428571428,31.378636363636303,0.4282831418814028,42.495820313589945,0.4005333267968194
2008,1,0.28,0.29,0.1594202898550725,0.2035714285714285,31.628636363636303,0.4321639242471277,42.43624438931047,0.4000310721141977
2008,2,0.33,0.45,0.1956521739130435,0.2607142857142857,31.78863636363633,0.4346476249611921,42.02616333852924,0.3965738848275496
2008,3,0.71,1.56,0.4710144927536232,0.6571428571428571,31.938636363636306,0.4369760943806267,43.13212574217874,0.4058976981423169
2008,4,0.52,0.9,0.3333333333333333,0.4214285714285715,32.14863636363634,0.4402359515678362,43.13458742306786,0.405918451336978
2008,5,0.51,0.82,0.3260869565217392,0.3928571428571429,32.26863636363635,0.4420987271033842,46.72333393799693,0.4361733699750846
2008,6,0.49,0.63,0.3115942028985507,0.325,32.428636363636315,0.4445824278174476,47.05499012435791,0.4389693966357679
2008,7,0.59,0.88,0.3840579710144928,0.4142857142857142,32.82863636363635,0.4507916796026081,46.62229068392397,0.4353215250709685
2008,8,0.53,0.65,0.3405797101449276,0.3321428571428572,32.98863636363632,0.4532753803166715,44.2586590568807,0.415394934471949
2008,9,0.62,0.93,0.4057971014492754,0.4321428571428571,32.6986363636363,0.4487736727724303,43.741334460109336,0.4110336307354775
2008,10,0.68,1.21,0.4492753623188407,0.5321428571428571,32.5686363636363,0.4467556659422534,45.554201468383866,0.4263170015750971
2008,11,0.7,1.37,0.463768115942029,0.5892857142857143,32.8186363636363,0.4506364483079784,46.60826897858473,0.4352033151187076
2008,12,0.59,1.02,0.3840579710144928,0.4642857142857143,33.14863636363634,0.4557590810307358,47.42323594265787,0.4420738920982201
2009,1,0.67,1.27,0.4420289855072464,0.5535714285714286,33.39863636363634,0.4596398633964608,46.13584188557992,0.4312205196769458
2009,2,0.54,0.9,0.3478260869565218,0.4214285714285715,33.478636363636326,0.4608817137534926,45.62410142582336,0.4269062929937977
2009,3,0.53,0.8,0.3405797101449276,0.3857142857142858,33.458636363636344,0.4605712511642348,47.9596086257064,0.446595780679046
2009,4,0.58,0.85,0.3768115942028985,0.4035714285714286,33.59863636363633,0.4627444892890406,48.235175781300136,0.4489189489042578
2009,5,0.63,0.87,0.4130434782608696,0.4107142857142857,33.76863636363635,0.4653834212977337,48.22492612768057,0.4488325392247113
2009,6,0.68,0.8,0.4492753623188407,0.3857142857142858,33.8786363636363,0.4670909655386521,48.6099844482704,0.4520787724462298
2009,7,0.74,1.01,0.4927536231884058,0.4607142857142857,33.84863636363633,0.4666252716547654,48.89880213267784,0.4545136492219069
2009,8,0.71,0.94,0.4710144927536232,0.4357142857142857,33.90863636363633,0.4675566594225395,49.74293814479554,0.4616301357889783
2009,9,0.76,1.27,0.5072463768115943,0.5535714285714286,34.07863636363635,0.4701955914312327,52.0936831260076,0.4814480855521184
2009,10,0.69,1.02,0.4565217391304347,0.4642857142857143,34.32863636363635,0.4740763737969577,53.29298495770636,0.4915587966847199
2009,11,0.76,1.21,0.5072463768115943,0.5321428571428571,34.53863636363633,0.4773362309841663,52.19633635361517,0.4823135033341452
2009,12,0.72,0.93,0.4782608695652174,0.4321428571428571,34.6986363636363,0.4798199316982297,52.16318486983246,0.4820340198319234
2010,1,0.76,1.1,0.5072463768115943,0.4928571428571429,35.02863636363634,0.4849425644209873,50.64345260393167,0.4692219207145126
2010,2,0.83,1.31,0.5579710144927537,0.5678571428571428,35.35863636363632,0.4900651971437439,50.64127135312964,0.4692035316850088
2010,3,0.9,1.53,0.6086956521739132,0.6464285714285715,35.4486363636363,0.4914622787954045,51.6611441469982,0.4778015667569625
2010,4,0.88,1.48,0.5942028985507247,0.6285714285714286,35.58863636363634,0.4936355169202112,50.939611610367,0.4717186884874297
2010,5,0.78,1.22,0.5217391304347827,0.5357142857142857,35.76863636363635,0.4964296802235332,52.1242469886162,0.4817057541204173
2010,6,0.7,0.99,0.463768115942029,0.4535714285714286,35.928636363636315,0.4989133809375967,54.2329379342222,0.4994830679337009
2010,7,0.68,0.95,0.4492753623188407,0.4392857142857143,36.15863636363633,0.5024837007140639,53.23484961686723,0.4910686868372371
2010,8,0.65,0.94,0.427536231884058,0.4357142857142857,36.45863636363634,0.5071406395529339,50.34668784217763,0.466720046122876
2010,9,0.66,1.03,0.4347826086956522,0.4678571428571428,36.8186363636363,0.5127289661595773,49.46593733092811,0.4592948811112279
2010,10,0.69,1.3,0.4565217391304347,0.5642857142857143,37.08863636363634,0.5169202111145608,50.628917868926266,0.4690993856669171
2010,11,0.77,1.64,0.5144927536231886,0.6857142857142857,37.218636363636335,0.5189382179447377,49.8662445617477,0.4626696702328084
2010,12,0.51,0.82,0.3260869565217392,0.3928571428571429,37.20863636363634,0.5187829866501086,49.26687273461153,0.4576166675232157
2011,1,0.55,0.92,0.355072463768116,0.4285714285714286,37.23863636363632,0.5192486805339953,49.3063323321698,0.4579493315630557
2011,2,0.51,0.78,0.3260869565217392,0.3785714285714285,37.27863636363634,0.5198696057125116,47.84089042499634,0.4455949271809225
2011,3,0.65,1.2,0.427536231884058,0.5285714285714286,37.4486363636363,0.522508537721204,47.3195806692789,0.4412000265717904
2011,4,0.67,1.24,0.4420289855072464,0.5428571428571428,37.64863636363634,0.5256131636137846,46.9228265068211,0.437855191584266
2011,5,0.56,0.82,0.3623188405797102,0.3928571428571429,37.86863636363631,0.529028252095622,47.78991882236187,0.4451652112106959
2011,6,0.62,0.93,0.4057971014492754,0.4321428571428571,38.04863636363632,0.5318224153989441,50.973450384754095,0.4720039661913957
2011,7,0.7,1.2,0.463768115942029,0.5285714285714286,37.978636363636326,0.5307357963365413,50.7699202445604,0.4702881058467471
2011,8,0.7,1.24,0.463768115942029,0.5428571428571428,38.05863636363631,0.5319776466935731,52.3854074530716,0.483907466771539
2011,9,0.62,1.07,0.4057971014492754,0.4821428571428572,38.39863636363634,0.5372555107109593,51.8532214299781,0.4794208738171326
2011,10,0.66,1.31,0.4347826086956522,0.5678571428571428,38.70863636363634,0.5420676808444582,52.9108343035441,0.4883370765378438
2011,11,0.55,0.93,0.355072463768116,0.4321428571428571,38.83863636363634,0.5440856876746352,52.48154802217747,0.4847179796021386
2011,12,0.59,1.14,0.3840579710144928,0.5071428571428571,38.9486363636363,0.5457932319155536,55.518559257408405,0.5103214953262754
2012,1,0.51,0.87,0.3260869565217392,0.4107142857142857,38.978636363636326,0.546258925799441,57.71985824873641,0.5288795410404881
2012,2,0.52,0.82,0.3333333333333333,0.3928571428571429,39.20863636363634,0.5498292455759082,57.98848598024663,0.5311442064680884
2012,3,0.54,0.88,0.3478260869565218,0.4142857142857142,39.49863636363631,0.5543309531201486,57.84854372745637,0.5299644236512776
2012,4,0.72,1.38,0.4782608695652174,0.5928571428571429,39.60863636363632,0.5560384973610677,57.84299572672,0.5299176512447605
