time,msl,cycle
2014-06-27 12:56:30.678269440,0.06720087221171361,802.0
2014-07-07 10:55:01.453582848,0.06770247471216602,803.0
2014-07-17 08:53:32.782399488,0.06750694315233031,804.0
2014-07-27 06:52:05.448537600,0.06715929615599042,805.0
2014-08-06 04:50:37.604064768,0.06721592026065203,806.0
2014-08-16 02:49:09.819287296,0.06765372926419491,807.0
2014-08-26 00:47:41.546479104,0.06790727829335809,808.0
2014-09-04 22:46:13.252728320,0.06762419375727861,809.0
2014-09-14 20:44:44.362138112,0.06721664547527238,810.0
2014-09-24 18:43:15.682089216,0.0673956571382764,811.0
2014-10-04 16:41:46.638141440,0.06823143790389588,812.0
2014-10-14 14:40:18.027464448,0.0689782126558682,813.0
2014-10-24 12:38:49.536720640,0.06874370231213696,814.0
2014-11-03 10:37:21.657048576,0.06748341121953441,815.0
2014-11-13 08:35:53.414206464,0.06636277912047767,816.0
2014-11-23 06:34:24.657840896,0.06661411101256294,817.0
2014-12-03 04:32:55.959609344,0.06809319213907067,818.0
2014-12-13 02:31:27.592634112,0.06951093518183041,819.0
2014-12-23 00:29:59.962901504,0.06995657375199701,820.0
2015-01-01 22:28:32.241302272,0.06979824755090684,821.0
2015-01-11 20:27:03.996459520,0.07001690214151557,822.0
2015-01-21 18:25:35.957544704,0.0710518257022728,823.0
2015-01-31 16:24:07.774302464,0.07243505646313671,824.0
2015-02-10 14:22:38.557493760,0.07347337861769478,825.0
2015-02-20 12:21:09.611218688,0.07391550950969192,826.0
2015-03-02 10:19:40.131988224,0.0738557292962656,827.0
2015-03-12 08:18:12.038422272,0.0734980487541097,828.0
2015-03-22 06:16:44.750249472,0.07321312477524605,829.0
2015-04-01 04:15:17.324802560,0.07334270847892355,830.0
2015-04-11 02:13:49.576505088,0.07379503327388041,831.0
2015-04-21 00:12:20.616603648,0.07402242137360002,832.0
2015-04-30 22:10:51.498048256,0.07367311105035498,833.0
2015-05-10 20:09:22.566478848,0.07304028404640095,834.0
2015-05-20 18:07:53.452700928,0.07277933878301653,835.0
2015-05-30 16:06:25.722647040,0.07328321382702549,836.0
2015-06-09 14:04:58.407163136,0.0743957302298652,837.0
2015-06-19 12:03:30.680055040,0.07559430261482765,838.0
2015-06-29 10:02:01.776933120,0.07641752397576185,839.0
2015-07-09 08:00:33.159526144,0.076725801667713,840.0
2015-07-19 05:59:04.915044864,0.07663358085787464,841.0
2015-07-29 03:57:36.434916608,0.07649840437252042,842.0
2015-08-08 01:56:07.850054400,0.0767806077488395,843.0
